Student,Question,Response,Score,Submit,Start,Revisions,Time
Student 25,15,option_2,1,04:12:17,"[""01-02-2023 04:04:36"", ""01-02-2023 04:09:35"", ""01-02-2023 04:12:11""]","[[""option_2"", ""01-02-2023 04:05:32""], [""option_2"", ""01-02-2023 04:12:17""]]",62
Student 25,16,option_3,1,04:12:41,"[""01-02-2023 04:05:33"", ""01-02-2023 04:09:35"", ""01-02-2023 04:12:17""]","[[""option_3"", ""01-02-2023 04:05:44""], [""option_3"", ""01-02-2023 04:12:41""]]",35
Student 25,17,option_4,0,04:12:51,"[""01-02-2023 04:05:44"", ""01-02-2023 04:09:35"", ""01-02-2023 04:12:41"", ""01-02-2023 04:19:27""]","[[""option_4"", ""01-02-2023 04:06:21""], [""option_4"", ""01-02-2023 04:12:51""]]",53
Student 25,18,option_3,1,04:13:28,"[""01-02-2023 04:06:21"", ""01-02-2023 04:09:34"", ""01-02-2023 04:12:51""]","[[""option_2"", ""01-02-2023 04:07:50""], [""option_3"", ""01-02-2023 04:13:28""]]",124
Student 25,19,option_3,1,04:13:35,"[""01-02-2023 04:07:50"", ""01-02-2023 04:09:34"", ""01-02-2023 04:13:28""]","[[""option_3"", ""01-02-2023 04:08:31""], [""option_3"", ""01-02-2023 04:13:35""]]",48
Student 25,20,option_3,1,04:19:38,"[""01-02-2023 04:08:31"", ""01-02-2023 04:13:35"", ""01-02-2023 04:16:26"", ""01-02-2023 04:17:12"", ""01-02-2023 04:19:35""]","[[""option_3"", ""01-02-2023 04:09:07""], [""option_3"", ""01-02-2023 04:09:11""], [""option_3"", ""01-02-2023 04:09:12""], [""option_3"", ""01-02-2023 04:09:14""], [""option_3"", ""01-02-2023 04:19:38""]]",42
Student 26,1,option_2,0,04:02:48,"[""01-02-2023 04:02:09""]","[[""option_2"", ""01-02-2023 04:02:48""]]",39
Student 26,2,option_2,1,04:04:32,"[""01-02-2023 04:02:48""]","[[""option_2"", ""01-02-2023 04:04:32""]]",103
Student 26,3,option_2,0,04:05:23,"[""01-02-2023 04:04:32""]","[[""option_2"", ""01-02-2023 04:05:23""]]",51
Student 26,4,option_2,1,04:06:50,"[""01-02-2023 04:05:23"", ""01-02-2023 04:17:24""]","[[""option_2"", ""01-02-2023 04:06:50""]]",88
Student 26,5,option_3,0,04:08:14,"[""01-02-2023 04:06:51"", ""01-02-2023 04:17:24"", ""01-02-2023 04:17:26""]","[[""option_3"", ""01-02-2023 04:08:14""]]",92
Student 26,6,option_3,0,04:08:39,"[""01-02-2023 04:08:14"", ""01-02-2023 04:17:23"", ""01-02-2023 04:17:35""]","[[""option_3"", ""01-02-2023 04:08:39""]]",26
Student 26,7,option_4,0,04:09:33,"[""01-02-2023 04:08:39"", ""01-02-2023 04:17:23"", ""01-02-2023 04:17:38""]","[[""option_4"", ""01-02-2023 04:09:33""]]",63
Student 26,8,option_1,1,04:09:55,"[""01-02-2023 04:09:33"", ""01-02-2023 04:17:22"", ""01-02-2023 04:17:45""]","[[""option_1"", ""01-02-2023 04:09:55""]]",21
Student 26,9,option_3,0,04:12:39,"[""01-02-2023 04:09:55"", ""01-02-2023 04:17:13"", ""01-02-2023 04:17:20"", ""01-02-2023 04:17:46""]","[[""option_3"", ""01-02-2023 04:12:39""]]",167
Student 26,10,option_4,0,04:13:47,"[""01-02-2023 04:12:39"", ""01-02-2023 04:17:13"", ""01-02-2023 04:17:15"", ""01-02-2023 04:17:47"", ""01-02-2023 04:17:49""]","[[""option_4"", ""01-02-2023 04:13:47""]]",77
Student 26,11,option_1,0,04:14:17,"[""01-02-2023 04:13:47"", ""01-02-2023 04:17:13"", ""01-02-2023 04:17:48"", ""01-02-2023 04:17:49"", ""01-02-2023 04:17:52""]","[[""option_1"", ""01-02-2023 04:14:17""]]",30
Student 26,12,option_3,0,04:14:36,"[""01-02-2023 04:14:17"", ""01-02-2023 04:17:13"", ""01-02-2023 04:17:48"", ""01-02-2023 04:17:53""]","[[""option_3"", ""01-02-2023 04:14:36""]]",21
Student 26,13,option_4,0,04:14:50,"[""01-02-2023 04:14:36"", ""01-02-2023 04:17:12"", ""01-02-2023 04:17:54""]","[[""option_4"", ""01-02-2023 04:14:50""]]",15
Student 26,14,option_1,0,04:15:39,"[""01-02-2023 04:14:50"", ""01-02-2023 04:17:12"", ""01-02-2023 04:17:55""]","[[""option_1"", ""01-02-2023 04:15:39""]]",48
Student 26,15,option_3,0,04:16:20,"[""01-02-2023 04:15:39"", ""01-02-2023 04:17:12"", ""01-02-2023 04:17:55""]","[[""option_3"", ""01-02-2023 04:16:20""]]",40
Student 26,16,option_3,1,04:18:16,"[""01-02-2023 04:16:20"", ""01-02-2023 04:17:11"", ""01-02-2023 04:17:56"", ""01-02-2023 04:18:08""]","[[""option_3"", ""01-02-2023 04:16:53""], [""option_3"", ""01-02-2023 04:18:16""]]",45
Student 26,17,option_4,0,04:19:45,"[""01-02-2023 04:16:53"", ""01-02-2023 04:17:56"", ""01-02-2023 04:18:16""]","[[""option_4"", ""01-02-2023 04:19:45""]]",113
Student 26,18,option_2,0,04:20:47,"[""01-02-2023 04:19:45""]","[[""option_2"", ""01-02-2023 04:20:47""]]",62
Student 26,19,option_3,1,04:21:12,"[""01-02-2023 04:20:48""]","[[""option_3"", ""01-02-2023 04:21:12""]]",22
Student 26,20,option_3,1,04:21:37,"[""01-02-2023 04:21:12""]","[[""option_3"", ""01-02-2023 04:21:37""]]",33
Student 27,1,option_1,1,04:17:02,"[""01-02-2023 03:58:27"", ""01-02-2023 04:15:46"", ""01-02-2023 04:16:08"", ""01-02-2023 04:16:20"", ""01-02-2023 04:17:00""]","[[""option_1"", ""01-02-2023 04:01:29""], [""option_1"", ""01-02-2023 04:17:02""]]",199
Student 27,2,option_2,1,04:17:03,"[""01-02-2023 04:01:29"", ""01-02-2023 04:15:56"", ""01-02-2023 04:16:08"", ""01-02-2023 04:16:09"", ""01-02-2023 04:16:29"", ""01-02-2023 04:17:02""]","[[""option_2"", ""01-02-2023 04:01:33""], [""option_2"", ""01-02-2023 04:17:03""]]",18
Student 27,3,option_1,1,04:17:05,"[""01-02-2023 04:01:33"", ""01-02-2023 04:15:57"", ""01-02-2023 04:16:30"", ""01-02-2023 04:17:04""]","[[""option_1"", ""01-02-2023 04:01:58""], [""option_1"", ""01-02-2023 04:17:04""], [""option_1"", ""01-02-2023 04:17:05""]]",35
Student 27,4,option_2,1,04:17:05,"[""01-02-2023 04:01:58"", ""01-02-2023 04:16:32"", ""01-02-2023 04:17:04""]","[[""option_2"", ""01-02-2023 04:04:59""], [""option_2"", ""01-02-2023 04:17:05""]]",183
Student 27,5,option_1,1,04:17:06,"[""01-02-2023 04:04:59"", ""01-02-2023 04:16:33"", ""01-02-2023 04:17:05""]","[[""option_1"", ""01-02-2023 04:06:27""], [""option_1"", ""01-02-2023 04:17:06""]]",90
Student 27,6,option_2,1,04:17:08,"[""01-02-2023 04:06:28"", ""01-02-2023 04:16:36"", ""01-02-2023 04:17:06""]","[[""option_2"", ""01-02-2023 04:07:14""], [""option_2"", ""01-02-2023 04:17:07""], [""option_2"", ""01-02-2023 04:17:08""]]",48
Student 27,7,option_1,0,04:17:09,"[""01-02-2023 04:07:14"", ""01-02-2023 04:16:37"", ""01-02-2023 04:17:07""]","[[""option_1"", ""01-02-2023 04:07:24""], [""option_1"", ""01-02-2023 04:17:09""]]",10
Student 27,8,option_1,1,04:17:09,"[""01-02-2023 04:07:24"", ""01-02-2023 04:16:38"", ""01-02-2023 04:17:09""]","[[""option_1"", ""01-02-2023 04:07:32""], [""option_1"", ""01-02-2023 04:17:09""], [""option_1"", ""01-02-2023 04:17:09""]]",7
Student 27,9,option_1,1,04:17:09,"[""01-02-2023 04:07:32"", ""01-02-2023 04:16:39"", ""01-02-2023 04:17:09""]","[[""option_1"", ""01-02-2023 04:07:37""], [""option_1"", ""01-02-2023 04:17:09""]]",9
Student 27,10,option_3,1,04:17:10,"[""01-02-2023 04:07:37"", ""01-02-2023 04:16:42"", ""01-02-2023 04:17:09""]","[[""option_3"", ""01-02-2023 04:07:44""], [""option_3"", ""01-02-2023 04:17:10""], [""option_3"", ""01-02-2023 04:17:10""]]",8
Student 27,11,option_3,1,04:17:10,"[""01-02-2023 04:07:45"", ""01-02-2023 04:16:43"", ""01-02-2023 04:17:10""]","[[""option_3"", ""01-02-2023 04:08:03""], [""option_3"", ""01-02-2023 04:17:10""]]",19
Student 27,12,option_4,1,04:17:11,"[""01-02-2023 04:08:03"", ""01-02-2023 04:12:09"", ""01-02-2023 04:16:44"", ""01-02-2023 04:17:10""]","[[""option_4"", ""01-02-2023 04:10:05""], [""option_4"", ""01-02-2023 04:17:11""], [""option_4"", ""01-02-2023 04:17:11""]]",123
Student 27,13,option_4,0,04:17:12,"[""01-02-2023 04:10:05"", ""01-02-2023 04:16:46"", ""01-02-2023 04:17:11""]","[[""option_4"", ""01-02-2023 04:11:24""], [""option_4"", ""01-02-2023 04:17:12""]]",79
Student 27,14,option_3,1,04:17:13,"[""01-02-2023 04:11:24"", ""01-02-2023 04:12:24"", ""01-02-2023 04:16:47"", ""01-02-2023 04:17:12""]","[[""option_3"", ""01-02-2023 04:12:01""], [""option_3"", ""01-02-2023 04:17:13""], [""option_3"", ""01-02-2023 04:17:13""]]",40
Student 27,15,option_3,0,04:17:13,"[""01-02-2023 04:12:01"", ""01-02-2023 04:12:11"", ""01-02-2023 04:12:26"", ""01-02-2023 04:13:18"", ""01-02-2023 04:16:47"", ""01-02-2023 04:17:12""]","[[""option_3"", ""01-02-2023 04:12:51""], [""option_3"", ""01-02-2023 04:17:13""]]",52
Student 27,16,option_3,1,04:17:14,"[""01-02-2023 04:12:51"", ""01-02-2023 04:13:16"", ""01-02-2023 04:13:26"", ""01-02-2023 04:16:48"", ""01-02-2023 04:17:13""]","[[""option_3"", ""01-02-2023 04:13:11""], [""option_3"", ""01-02-2023 04:13:47""], [""option_3"", ""01-02-2023 04:17:13""], [""option_3"", ""01-02-2023 04:17:14""]]",45
Student 27,17,option_4,0,04:17:14,"[""01-02-2023 04:13:11"", ""01-02-2023 04:13:47"", ""01-02-2023 04:16:52"", ""01-02-2023 04:17:13""]","[[""option_4"", ""01-02-2023 04:13:50""], [""option_4"", ""01-02-2023 04:16:56""], [""option_4"", ""01-02-2023 04:17:14""]]",10
Student 27,18,option_3,1,04:17:15,"[""01-02-2023 04:13:50"", ""01-02-2023 04:15:04"", ""01-02-2023 04:16:56"", ""01-02-2023 04:17:14""]","[[""option_3"", ""01-02-2023 04:14:00""], [""option_3"", ""01-02-2023 04:17:15""], [""option_3"", ""01-02-2023 04:17:15""]]",20
Student 27,19,option_3,1,04:17:15,"[""01-02-2023 04:14:00"", ""01-02-2023 04:15:09"", ""01-02-2023 04:17:15""]","[[""option_3"", ""01-02-2023 04:15:38""], [""option_3"", ""01-02-2023 04:17:15""]]",90
Student 27,20,option_3,1,04:17:16,"[""01-02-2023 04:15:38"", ""01-02-2023 04:17:15""]","[[""option_3"", ""01-02-2023 04:15:40""], [""option_3"", ""01-02-2023 04:15:42""], [""option_3"", ""01-02-2023 04:17:16""], [""option_3"", ""01-02-2023 04:17:16""]]",15
